BCODE,BNAME,DCODE,District_Name,Region,County_ID,County_Name,Public/nonpublic,g7_totl,g8_totl,g9_totl,g10_totl,g11_totl,g12_totl,tot_all
00361,BORCULO CHRISTIAN SCHOOL,70350,,9.00,63,Oakland,nonpublic,8.00,10.00,0.00,0.00,0.00,0.00,18.00
00374,Boynton Elementary-Middle School,82010,Detroit City School District,9.00,82,Wayne,Public,33.00,43.00,0.00,0.00,0.00,0.00,76.00
00385,Brandon High School,63180,Brandon School District,9.00,63,Oakland,Public,0.00,0.00,297.00,313.00,318.00,305.00,"1,233.00"
00421,Brown City High School,76060,Brown City Community Schools,9.00,76,Sanilac,Public,90.00,74.00,66.00,83.00,84.00,91.00,488.00
00424,Brownell Middle School,82055,Grosse Pointe Public Schools,9.00,82,Wayne,Public,223.00,216.00,0.00,0.00,0.00,0.00,439.00
00432,Bryant Middle School,82030,Dearborn City School District,9.00,82,Wayne,Public,249.00,228.00,0.00,0.00,0.00,0.00,477.00
00456,Burns Elementary School,82010,Detroit City School District,9.00,82,Wayne,Public,91.00,81.00,0.00,0.00,0.00,0.00,172.00
00468,Burton International School,82010,Detroit City School District,9.00,82,Wayne,Public,88.00,89.00,0.00,0.00,0.00,0.00,177.00
00471,Butzel Elementary/Middle School,82010,Detroit City School District,9.00,82,Wayne,Public,56.00,47.00,0.00,0.00,0.00,0.00,103.00
00515,UNIVERSITY SCH-ANDREWS ACAD,11240,,9.00,50,Macomb,nonpublic,0.00,0.00,69.00,71.00,63.00,77.00,280.00
00519,Capac High School,74040,Capac Community School District,9.00,74,St. Clair,Public,0.00,117.00,123.00,143.00,149.00,136.00,668.00
00521,Capac Middle School,74040,Capac Community School District,9.00,74,St. Clair,Public,140.00,0.00,0.00,0.00,0.00,0.00,140.00
00525,Oscar A. Carlson High School,82290,,9.00,82,Wayne,Public,0.00,0.00,311.00,268.00,273.00,261.00,1113.00
00529,Caro High School,79020,Caro Community Schools,9.00,79,Tuscola,Public,0.00,0.00,139.00,156.00,175.00,171.00,641.00
00541,Carsonville-Port Sanilac H.S.,76070,Carsonville-Port Sanilac School District,9.00,76,Sanilac,Public,58.00,44.00,43.00,53.00,44.00,45.00,287.00
00546,Carver Elementary School,82010,Detroit City School District,9.00,82,Wayne,Public,56.00,49.00,0.00,0.00,0.00,0.00,105.00
00552,Cass City High School,79030,Wayne-Westland Community School District,9.00,82,Wayne,Public,0.00,0.00,142.00,112.00,103.00,104.00,461.00
00580,Center Line High School,50010,Center Line Public Schools,9.00,50,Macomb,Public,0.00,0.00,249.00,291.00,169.00,210.00,919.00
00617,Central High School,82010,Detroit City School District,9.00,82,Wayne,Public,0.00,0.00,358.00,268.00,194.00,94.00,914.00
00630,Cerveny Middle School,82010,Detroit City School District,9.00,82,Wayne,Public,140.00,164.00,0.00,0.00,0.00,0.00,304.00
00631,Chadsey High School,82010,Detroit City School District,9.00,82,Wayne,Public,112.00,128.00,310.00,192.00,107.00,111.00,960.00
00645,Warren Mott High School,50230,Warren Consolidated Schools,9.00,50,Macomb,Public,0.00,0.00,481.00,477.00,422.00,429.00,"1,809.00"
00660,Tinkham Alternative Education,82160,Wayne-Westland Community School District,9.00,82,Wayne,Public,0.00,0.00,38.00,17.00,13.00,4.00,72.00
00676,Chippewa Middle School,74010,Port Huron Area School District,9.00,74,St. Clair,Public,184.00,216.00,0.00,0.00,0.00,0.00,400.00
00677,Jefferson Middle School,50130,Lakeview Public Schools (Macomb),9.00,50,Macomb,Public,264.00,248.00,0.00,0.00,0.00,0.00,512.00
00679,Chippewa Valley High School,50080,Chippewa Valley Schools,9.00,50,Macomb,Public,0.00,0.00,594.00,565.00,501.00,521.00,"2,181.00"
00684,CHRIST THE GOOD SHEPHERD SCH,82090,,9.00,63,Oakland,nonpublic,19.00,34.00,0.00,0.00,0.00,0.00,53.00
00690,Church School,32040,Church School District,9.00,32,Huron,Public,5.00,2.00,0.00,0.00,0.00,0.00,7.00
00699,Clarenceville Middle School,63090,Clarenceville School District,9.00,63,Oakland,Public,131.00,133.00,0.00,0.00,0.00,0.00,264.00
00700,Clarenceville High School,63090,Clarenceville School District,9.00,63,Oakland,Public,0.00,0.00,164.00,148.00,138.00,155.00,605.00
00705,Clarkston Junior High School,63190,Clarkston Community School District,9.00,63,Oakland,Public,0.00,601.00,645.00,0.00,0.00,0.00,"1,246.00"
00706,Clarkston High School,63190,Clarkston Community School District,9.00,63,Oakland,Public,0.00,0.00,0.00,626.00,616.00,623.00,"1,865.00"
00710,Clawson High School,63270,Clawson Public Schools,9.00,63,Oakland,Public,0.00,0.00,140.00,150.00,124.00,119.00,533.00
00711,Clawson Middle School,63270,Clawson Public Schools,9.00,63,Oakland,Public,118.00,107.00,0.00,0.00,0.00,0.00,225.00
00717,Cleveland Middle School,82010,Detroit City School District,9.00,82,Wayne,Public,123.00,162.00,165.00,132.00,58.00,50.00,690.00
00721,Clifford H. Smart Middle School,63290,Walled Lake Consolidated Schools,9.00,63,Oakland,Public,337.00,348.00,0.00,0.00,0.00,0.00,685.00
00729,Wyandot Middle School,50080,Chippewa Valley Schools,9.00,50,Macomb,Public,340.00,305.00,0.00,0.00,0.00,0.00,645.00
00731,Clintondale High School,50070,Clintondale Community Schools,9.00,50,Macomb,Public,0.00,0.00,205.00,198.00,220.00,175.00,798.00
00735,Cloverdale Dvlpmntl Training Ctr.,63200,Farmington Public School District,9.00,63,Oakland,Public,9.00,4.00,7.00,1.00,3.00,25.00,49.00
00739,Cody High School,82010,Detroit City School District,9.00,82,Wayne,Public,0.00,0.00,180.00,376.00,313.00,210.00,"1,079.00"
00741,Coffey Elementary/Middle School,82010,Detroit City School District,9.00,82,Wayne,Public,94.00,106.00,0.00,0.00,0.00,0.00,200.00
00785,Cooley High School,82010,Detroit City School District,9.00,82,Wayne,Public,0.00,0.00,490.00,345.00,221.00,120.00,"1,176.00"
00812,Courtis Elementary School,82010,Detroit City School District,9.00,82,Wayne,Public,40.00,48.00,0.00,0.00,0.00,0.00,88.00
00814,Cousino Senior High School,50230,,9.00,50,Macomb,Public,0.00,0.00,472.00,489.00,475.00,424.00,1860.00
00818,Birmingham Covington School,63010,Birmingham City School District,9.00,63,Oakland,Public,109.00,112.00,0.00,0.00,0.00,0.00,221.00
00833,Crestwood High School,82230,,9.00,82,Wayne,Public,0.00,0.00,353.00,303.00,305.00,230.00,1191.00
00837,CROSS LUTHERAN SCHOOL,32050,,9.00,82,Wayne,nonpublic,4.00,6.00,0.00,0.00,0.00,0.00,10.00
00841,Croswell-Lexington High School,76080,Croswell-Lexington Community Schools,9.00,76,Sanilac,Public,0.00,0.00,174.00,194.00,184.00,203.00,755.00
00875,Davidson Middle School,82405,,9.00,82,Wayne,Public,0.00,390.00,437.00,0.00,0.00,0.00,827.00
00885,DEARBORN CHRISTIAN SCHOOL,82030,,9.00,82,Wayne,nonpublic,7.00,7.00,0.00,0.00,0.00,0.00,14.00
00886,Dearborn High School,82030,Dearborn City School District,9.00,82,Wayne,Public,0.00,0.00,519.00,410.00,401.00,408.00,"1,738.00"
00891,Deckerville Community High School,76090,Deckerville Community School District,9.00,76,Sanilac,Public,42.00,48.00,56.00,61.00,58.00,48.00,313.00
00902,Denby High School,82010,Detroit City School District,9.00,82,Wayne,Public,0.00,0.00,400.00,280.00,219.00,210.00,"1,109.00"
00904,Derby Middle School,63010,Birmingham City School District,9.00,63,Oakland,Public,265.00,249.00,0.00,0.00,0.00,0.00,514.00
00920,DIVINE CHILD HIGH SCHOOL,82030,,9.00,82,Wayne,nonpublic,0.00,0.00,226.00,246.00,190.00,225.00,887.00
00925,Dixon Elementary School,82010,Detroit City School District,9.00,82,Wayne,Public,59.00,80.00,0.00,0.00,0.00,0.00,139.00
00959,Dryden High School,44050,Dryden Community Schools,9.00,44,Lapeer,Public,54.00,58.00,77.00,54.00,41.00,65.00,349.00
00964,Harbor High School,63220,Huron Valley Schools,9.00,63,Oakland,Public,0.00,0.00,1.00,0.00,18.00,51.00,70.00
00966,Duffield Elementary School,82010,Detroit City School District,9.00,82,Wayne,Public,68.00,68.00,0.00,0.00,0.00,0.00,136.00
00968,Dundee Community High School,58050,Dundee Community Schools,9.00,58,Monroe,Public,0.00,0.00,135.00,130.00,114.00,93.00,472.00
00975,Durfee Elementary School,82010,Detroit City School District,9.00,82,Wayne,Public,87.00,81.00,0.00,0.00,0.00,0.00,168.00
00986,E.F. Siefert Elementary School,50170,New Haven Community Schools,9.00,50,Macomb,Public,91.00,90.00,0.00,0.00,0.00,0.00,181.00
01001,GRAND RAPIDS CHRISTIAN HS,41010,,9.00,82,Wayne,nonpublic,0.00,0.00,238.00,231.00,270.00,257.00,996.00
01003,East Detroit High School,50020,East Detroit Public Schools,9.00,50,Macomb,Public,0.00,0.00,407.00,416.00,373.00,347.00,"1,543.00"
01022,East Middle School,63200,Farmington Public School District,9.00,63,Oakland,Public,258.00,283.00,0.00,0.00,0.00,0.00,541.00
01043,King High School,82010,Detroit City School District,9.00,82,Wayne,Public,0.00,0.00,544.00,502.00,315.00,309.00,"1,670.00"
01050,Eastland Junior High School,50030,Roseville Community Schools,9.00,50,Macomb,Public,169.00,192.00,199.00,0.00,0.00,0.00,560.00
01053,Algonquin Middle School,74030,Algonac Community School District,9.00,74,St. Clair,Public,161.00,167.00,0.00,0.00,0.00,0.00,328.00
01063,EBENEZER CHRISTIAN SCHOOL,05065,,9.00,63,Oakland,nonpublic,2.00,1.00,0.00,0.00,0.00,0.00,3.00
01066,Eccles School,32620,Sigel Township S/D #4F,9.00,32,Huron,Public,3.00,4.00,0.00,0.00,0.00,0.00,7.00
01069,Ecorse Community High School,82250,Ecorse Public School District,9.00,82,Wayne,Public,0.00,50.00,76.00,112.00,118.00,93.00,449.00
01070,Guest Community Ed. Center,50030,Roseville Community Schools,9.00,50,Macomb,Public,2.00,4.00,11.00,26.00,39.00,25.00,107.00
01086,Airport Senior High School,58020,Airport Community School District,9.00,58,Monroe,Public,0.00,0.00,276.00,261.00,245.00,275.00,"1,057.00"
01092,Edsel Ford High School,82030,Dearborn City School District,9.00,82,Wayne,Public,0.00,0.00,360.00,507.00,328.00,310.00,"1,505.00"
01109,Laker High School,32050,Elkton-Pigeon-Bay Port Laker Schools,9.00,32,Huron,Public,0.00,0.00,95.00,82.00,106.00,105.00,388.00
01116,William E. Miller School,63200,Farmington Public School District,9.00,63,Oakland,Public,1.00,6.00,6.00,13.00,12.00,9.00,47.00
01137,Emerson Middle School,82095,Livonia Public Schools,9.00,82,Wayne,Public,381.00,428.00,0.00,0.00,0.00,0.00,809.00
01145,EMMANUEL LUTHERAN SCHOOL,82030,,9.00,50,Macomb,nonpublic,2.00,5.00,0.00,0.00,0.00,0.00,7.00
01152,Eppler Junior High School,50210,Utica Community Schools,9.00,50,Macomb,Public,222.00,226.00,232.00,0.00,0.00,0.00,680.00
01154,Ernest W. Seaholm High School,63010,Birmingham City School District,9.00,63,Oakland,Public,0.00,0.00,298.00,302.00,307.00,317.00,"1,224.00"
01203,Visions Unlimited,63200,Farmington Public School District,9.00,63,Oakland,Public,0.00,0.00,0.00,0.00,0.00,90.00,90.00
01204,Farmington High School,63200,Farmington Public School District,9.00,63,Oakland,Public,0.00,0.00,328.00,371.00,320.00,321.00,"1,340.00"
01211,Farwell Middle School,82010,Detroit City School District,9.00,82,Wayne,Public,150.00,133.00,0.00,0.00,0.00,0.00,283.00
01216,Blanchette Middle School,82080,School District of the City of Inkster,9.00,82,Wayne,Public,187.00,171.00,0.00,0.00,0.00,0.00,358.00
01222,Ferndale High School,63020,Ferndale Public Schools,9.00,63,Oakland,Public,0.00,0.00,242.00,269.00,270.00,275.00,"1,056.00"
01236,Finney High School,82010,Detroit City School District,9.00,82,Wayne,Public,0.00,0.00,355.00,175.00,186.00,93.00,809.00
01242,Fitzgerald Senior High School,50090,Fitzgerald Public Schools,9.00,50,Macomb,Public,0.00,0.00,279.00,294.00,248.00,224.00,"1,045.00"
01244,Fitzgerald Elementary School,82010,Detroit City School District,9.00,82,Wayne,Public,85.00,70.00,0.00,0.00,0.00,0.00,155.00
01246,Flat Rock Community High School,82180,Flat Rock Community Schools,9.00,82,Wayne,Public,0.00,0.00,130.00,161.00,148.00,127.00,566.00
01249,Titan Alternative High School,82150,Taylor School District,9.00,82,Wayne,Public,0.00,22.00,13.00,22.00,24.00,18.00,99.00
01261,Fordson High School,82030,Dearborn City School District,9.00,82,Wayne,Public,0.00,0.00,723.00,559.00,536.00,562.00,"2,380.00"
01272,Fort Gratiot Middle School,74010,Port Huron Area School District,9.00,74,St. Clair,Public,236.00,219.00,0.00,0.00,0.00,0.00,455.00
01302,Franklin High School,82095,Livonia Public Schools,9.00,82,Wayne,Public,0.00,0.00,515.00,412.00,475.00,377.00,"1,779.00"
01308,Fraser High School,50100,Fraser Public Schools,9.00,50,Macomb,Public,0.00,0.00,421.00,371.00,431.00,387.00,"1,610.00"
01330,Rockwell School,50000,Macomb ISD,9.00,50,Macomb,Public,20.00,31.00,27.00,0.00,0.00,0.00,78.00
01333,Roosevelt Middle School,63250,Oak Park City School District,9.00,63,Oakland,Public,226.00,0.00,0.00,0.00,0.00,0.00,226.00
01346,Glen H. Peters School,50000,Macomb ISD,9.00,50,Macomb,Public,20.00,14.00,17.00,13.00,13.00,16.00,93.00
01359,Garden City High School,82050,Garden City School District,9.00,82,Wayne,Public,0.00,0.00,500.00,356.00,326.00,293.00,"1,475.00"
01363,Keith Bovenschen School,50000,Macomb ISD,9.00,50,Macomb,Public,16.00,20.00,16.00,15.00,16.00,32.00,115.00
01376,Neil E. Reid High School,50000,Macomb ISD,9.00,50,Macomb,Public,0.00,0.00,12.00,38.00,31.00,38.00,119.00
01425,Glenn W. Levey Middle School,63060,Southfield Public School District,9.00,63,Oakland,Public,182.00,168.00,0.00,0.00,0.00,0.00,350.00
01456,GRAND HAVEN CHRISTIAN SCHOOL,70010,,9.00,50,Macomb,nonpublic,25.00,31.00,0.00,0.00,0.00,0.00,56.00
01467,GRANT CHRISTIAN SCHOOL,62050,,9.00,50,Macomb,nonpublic,7.00,6.00,0.00,0.00,0.00,0.00,13.00
01493,Greenfield Union Elementary School,82010,Detroit City School District,9.00,82,Wayne,Public,55.00,61.00,0.00,0.00,0.00,0.00,116.00
01510,Grosse Ile Middle School,82300,Grosse Ile Township Schools,9.00,82,Wayne,Public,164.00,151.00,0.00,0.00,0.00,0.00,315.00
01511,Grosse Ile High School,82300,Grosse Ile Township Schools,9.00,82,Wayne,Public,0.00,0.00,170.00,169.00,151.00,155.00,645.00
01512,Grosse Pointe South High School,82055,Grosse Pointe Public Schools,9.00,82,Wayne,Public,0.00,0.00,405.00,422.00,415.00,399.00,"1,641.00"
01518,Bethune Academy,82010,Detroit City School District,9.00,82,Wayne,Public,80.00,90.00,0.00,0.00,0.00,0.00,170.00
01552,Barbara Jordan Elementary,82010,Detroit City School District,9.00,82,Wayne,Public,187.00,153.00,0.00,0.00,0.00,0.00,340.00
01554,Hamtramck High School,82060,Hamtramck Public Schools,9.00,82,Wayne,Public,0.00,0.00,282.00,238.00,200.00,161.00,881.00
01563,Harbor Beach Community High School,32060,Harbor Beach Community Schools,9.00,32,Huron,Public,0.00,0.00,62.00,72.00,82.00,71.00,287.00
01578,Harper Woods High School,82320,City of Harper Woods Schools,9.00,82,Wayne,Public,0.00,0.00,122.00,121.00,103.00,88.00,434.00
01590,OCEANA CHRISTIAN SCHOOL,64040,,9.00,50,Macomb,nonpublic,4.00,4.00,0.00,0.00,0.00,0.00,8.00
01616,Hazel Park High School,63130,Hazel Park City School District,9.00,63,Oakland,Public,0.00,0.00,327.00,279.00,266.00,210.00,"1,082.00"
01633,Ford Acad. for Comm/Perf Arts,82070,Highland Park City Schools,9.00,82,Wayne,Public,66.00,70.00,0.00,0.00,0.00,0.00,136.00
01634,Ford High School,82010,Detroit City School District,9.00,82,Wayne,Public,0.00,0.00,563.00,412.00,314.00,198.00,"1,487.00"
01646,VALLEY CHRISTIAN ACADEMY,25130,,9.00,63,Oakland,nonpublic,11.00,5.00,7.00,9.00,11.00,11.00,54.00
01662,HOWARDSVILLE CHRISTIAN SCH,75080,,9.00,63,Oakland,nonpublic,12.00,15.00,17.00,16.00,15.00,14.00,89.00
01666,Highland Park Community H.S.,82070,Highland Park City Schools,9.00,82,Wayne,Public,0.00,0.00,235.00,423.00,106.00,162.00,926.00
01698,Holly High School,63210,Holly Area School District,9.00,63,Oakland,Public,0.00,0.00,407.00,309.00,325.00,291.00,"1,332.00"
01706,Holmes Middle School,82095,Livonia Public Schools,9.00,82,Wayne,Public,427.00,480.00,0.00,0.00,0.00,0.00,907.00
01717,HOLY CROSS CATHOLIC SCHOOL,74050,,9.00,63,Oakland,nonpublic,26.00,24.00,0.00,0.00,0.00,0.00,50.00
01727,HOLY NAME SCHOOL,21010,,9.00,82,Wayne,nonpublic,16.00,26.00,0.00,0.00,0.00,0.00,42.00
01733,HOLY REDEEMER CATHOLIC SCH,25080,,9.00,82,Wayne,nonpublic,10.00,12.00,0.00,0.00,0.00,0.00,22.00
01737,HOLY ROSARY SCHOOL,25110,,9.00,32,Huron,nonpublic,8.00,9.00,0.00,0.00,0.00,0.00,17.00
01742,HOLY SPIRIT CENTRAL SCHOOL,22025,,9.00,63,Oakland,nonpublic,2.00,2.00,0.00,0.00,0.00,0.00,4.00
01754,HOPE PROT REF CHRISTIAN SCH,41130,,9.00,82,Wayne,nonpublic,30.00,28.00,22.00,0.00,0.00,0.00,80.00
01786,HUDSONVILLE CHRISTIAN SCHOOL,70190,,9.00,63,Oakland,nonpublic,120.00,85.00,0.00,0.00,0.00,0.00,205.00
01799,Huron High School,82340,Huron School District,9.00,82,Wayne,Public,0.00,0.00,235.00,242.00,185.00,225.00,887.00
01801,Milford High School,63220,Huron Valley Schools,9.00,63,Oakland,Public,0.00,0.00,399.00,475.00,400.00,417.00,"1,691.00"
01802,Hutchins Elementary School,82010,Detroit City School District,9.00,82,Wayne,Public,97.00,80.00,0.00,0.00,0.00,0.00,177.00
01807,Ida High School,58070,Ida Public School District,9.00,58,Monroe,Public,0.00,0.00,149.00,142.00,141.00,129.00,561.00
01808,Ida Middle School,58070,Ida Public School District,9.00,58,Monroe,Public,135.00,136.00,0.00,0.00,0.00,0.00,271.00
01809,IMLAY CITY CHRISTIAN SCHOOL,44060,,9.00,63,Oakland,nonpublic,4.00,2.00,0.00,0.00,0.00,0.00,6.00
01811,Imlay City High School,44060,Imlay City Community Schools,9.00,44,Lapeer,Public,0.00,0.00,172.00,181.00,153.00,163.00,669.00
01825,CHRIST THE KING LUTH-SEBEWAI,79145,,9.00,74,St. Clair,nonpublic,18.00,16.00,0.00,0.00,0.00,0.00,34.00
01840,Inkster High School,82080,School District of the City of Inkster,9.00,82,Wayne,Public,0.00,4.00,449.00,446.00,385.00,309.00,"1,593.00"
01857,Crary Middle School,63300,Waterford School District,9.00,63,Oakland,Public,223.00,237.00,0.00,0.00,0.00,0.00,460.00
01871,McNair Middle School,82010,Detroit City School District,9.00,82,Wayne,Public,142.00,177.00,0.00,0.00,0.00,0.00,319.00
01880,Madison Middle School,63030,Pontiac City School District,9.00,63,Oakland,Public,220.00,251.00,0.00,0.00,0.00,0.00,471.00
01901,Jefferson High School,58080,Jefferson Schools (Monroe),9.00,58,Monroe,Public,0.00,0.00,205.00,193.00,176.00,160.00,734.00
01904,Jefferson Middle School,63030,Pontiac City School District,9.00,63,Oakland,Public,142.00,157.00,0.00,0.00,0.00,0.00,299.00
01905,Jefferson Middle School,58080,Jefferson Schools (Monroe),9.00,58,Monroe,Public,158.00,174.00,0.00,0.00,0.00,0.00,332.00
01940,Pierce Middle School,63300,Waterford School District,9.00,63,Oakland,Public,352.00,323.00,0.00,0.00,0.00,0.00,675.00
01941,John D. Pierce Middle School,82140,South Redford School District,9.00,82,Wayne,Public,240.00,278.00,0.00,0.00,0.00,0.00,518.00
01944,John F. Kennedy High School,82150,Taylor School District,9.00,82,Wayne,Public,0.00,0.00,287.00,343.00,328.00,353.00,"1,311.00"
01950,John Glenn High School,82160,Wayne-Westland Community School District,9.00,82,Wayne,Public,0.00,0.00,680.00,534.00,449.00,456.00,"2,119.00"
01956,John Marshall Middle School,82160,Wayne-Westland Community School District,9.00,82,Wayne,Public,256.00,292.00,0.00,0.00,0.00,0.00,548.00
01959,Norup International School,63050,Berkley School District,9.00,63,Oakland,Public,127.00,124.00,0.00,0.00,0.00,0.00,251.00
01960,Page Middle School,63280,Lamphere Public Schools,9.00,63,Oakland,Public,204.00,210.00,0.00,0.00,0.00,0.00,414.00
01979,Julian O. Strong Middle School,82045,Melvindale-North Allen Park Schools,9.00,82,Wayne,Public,215.00,226.00,0.00,0.00,0.00,0.00,441.00
01988,KALAMAZOO CHRISTIAN HIGH SCH,39010,,9.00,63,Oakland,nonpublic,0.00,0.00,71.00,88.00,92.00,98.00,349.00
01997,Highland Pines School,79000,Tuscola ISD,9.00,79,Tuscola,Public,0.00,1.00,0.00,0.00,1.00,1.00,3.00
01998,ETON ACADEMY,63010,,9.00,50,Macomb,nonpublic,23.00,24.00,21.00,14.00,17.00,10.00,109.00
02009,Kelly Middle School,50020,East Detroit Public Schools,9.00,50,Macomb,Public,204.00,174.00,0.00,0.00,0.00,0.00,378.00
02030,Kettering High School,82010,Detroit City School District,9.00,82,Wayne,Public,1.00,0.00,409.00,313.00,192.00,152.00,"1,067.00"
02034,Royal Oak High School,63040,School District of the City of Royal Oak,9.00,63,Oakland,Public,0.00,0.00,423.00,475.00,433.00,401.00,"1,732.00"
02038,KINGSBURY SCHOOL,63110,,9.00,82,Wayne,nonpublic,7.00,7.00,0.00,0.00,0.00,0.00,14.00
02042,Kingston High School,79080,Kingston Community School District,9.00,79,Tuscola,Public,58.00,55.00,48.00,41.00,53.00,53.00,308.00
02045,ST STEPHEN LUTHERAN SCHOOL,63300,,9.00,82,Wayne,nonpublic,11.00,15.00,0.00,0.00,0.00,0.00,26.00
02050,Kipper School,32630,Sigel Township S/D #6,9.00,32,Huron,Public,0.00,1.00,0.00,0.00,0.00,0.00,1.00
02055,Kosciuszko School,82060,Hamtramck Public Schools,9.00,82,Wayne,Public,238.00,186.00,0.00,0.00,0.00,0.00,424.00
02058,Blackwell Institute,82010,Detroit City School District,9.00,82,Wayne,Public,116.00,105.00,0.00,0.00,0.00,0.00,221.00
02060,L'Anse Creuse Middle School - North,50140,L'Anse Creuse Public Schools,9.00,50,Macomb,Public,210.00,235.00,0.00,0.00,0.00,0.00,445.00
